name,pe,roic,pe_rank,roic_rank,rank,Full Name,Website
BTE,-16.44057514032203,-1.0478882367157045,211,247,458,Baytex Energy Corp,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BTT,8.243584432646841,0.08482026225244692,64,71,135,BlackRock Municipal Target Term Trust Inc. (The) Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BTU,-0.20654975137678447,-0.4776989552431317,156,114,270,Peabody Energy Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BTZ,5.822450013277412,0.17489376708365537,522,1117,1639,BlackRock Credit Allocation Income Trust,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BURL,-119.43860636368012,-0.06857134564592746,545,764,1309,"Burlington Stores, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BVN,-80.13092726250315,-0.004728694143785569,136,920,1056,Buenaventura Mining Company Inc.,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BWA,23.596796228280002,0.07889352647516164,612,1170,1782,BorgWarner Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BX,48.71458479341626,0.10243835469331189,435,380,815,The Blackstone Group L.P. Common Units Representing Limited Partnership Interests,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BXC,2.598077102659507,0.207934825869432,940,387,1327,Bluelinx Holdings Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BXMT,34.05951680475049,0.024413793653770194,236,663,899,"Blackstone Mortgage Trust, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BXP,19.057214460915006,0.045795070038709695,179,713,892,"Boston Properties, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BYD,-53.24568374164811,-0.02833738143599441,497,49,546,Boyd Gaming Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
BZH,12.8992024710581,0.1159429200722517,780,357,1137,"Beazer Homes USA, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
C,13.003422841880342,0.0064842005606043016,697,488,1185,"Citigroup, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CACI,16.170598683332,0.09445641496286142,180,341,521,"CACI International, Inc. Class A Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CAE,651.7899396929824,0.0008874325892552393,129,451,580,CAE Inc. Ordinary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CAG,16.0939495421081,0.0656411254989777,75,806,881,"ConAgra Foods, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CAH,11.966353111432706,0.055722494596446834,948,537,1485,"Cardinal Health, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CALX,84.88670185760363,0.10506509107847704,845,8,853,"Calix, Inc Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CAPL,6.547089783627717,0.11472064598094983,916,151,1067,CrossAmerica Partners LP Common Units representing limited partner interests,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CAT,40.3107988659106,0.0759404641967799,732,758,1490,"Caterpillar, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CATO,-6.997083774487848,-0.1552838225493321,483,655,1138,Cato Corporation (The) Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CB,21.98294328155958,0.023551114179332512,306,702,1008,Chubb Corporation (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CBB,-13.978974820143884,-0.0382186616399623,105,502,607,Cincinnati Bell Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CBT,-13.81450799086758,0.006639004149377593,1192,836,2028,Cabot Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CBU,26.23577459484078,0.014796029032888274,558,756,1314,"Community Bank System, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CBZ,22.98015166272877,0.09114031070560467,1083,1167,2250,"CBIZ, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CCI,62.93171401515151,0.0292399249979619,149,386,535,Crown Castle International Corp. (REIT) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CCK,22.741622087910194,0.07462325731324039,637,106,743,"Crown Holdings, Inc.",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CCL,-2.080801172447484,-0.22831629812724075,573,596,1169,Carnival Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CCM,-0.7681160648957874,-0.1422264639781191,82,795,877,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CCO,-1.6353099758210794,-0.14109808069208868,1014,370,1384,"Clear Channel Outdoor Holdings, Inc. Clear Channel Outdoor Holdings, Inc. Class A Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CCS,10.376119174318601,0.11434538704542589,643,941,1584,"Century Communities, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CCZ,20.40279881699488,0.07396163592072566,468,513,981,Comcast Holdings ZONES,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CDE,88.76885784524134,0.05357181017703692,770,682,1452,"Coeur Mining, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CE,8.835435768261965,0.25190241718889883,258,657,915,Celanese Corporation Celanese Corporation Series A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CEA,0.8596939249403823,0.0686665614472388,894,1054,1948,China Eastern Airlines Corporation Ltd. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CEL,-3.3911282054143648,-0.04330392943063352,1169,1111,2280,"Cellcom Israel, Ltd. Ordinary Shares",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CEM,-0.5919772691825118,-1.3668778715964853,471,625,1096,ClearBridge Energy MLP Fund Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CEQP,-51.44016393442623,0.0008069396812588259,274,830,1104,Crestwood Equity Partners LP,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CF,34.1711356466877,0.04164792659890258,1138,520,1658,"CF Industries Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CFR,20.441904709691194,0.009289425611924206,232,206,438,"Cullen/Frost Bankers, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CFX,84.97544497973004,0.008873083664544257,344,878,1222,Colfax Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CHD,25.772578572337444,0.16160241623657876,867,936,1803,"Church & Dwight Company, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CHE,21.81367938998203,0.3486432066124143,922,14,936,Chemed Corp,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CHGG,-1836.380557788137,-0.00040204975330675413,470,852,1322,"Chegg, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CHH,79.25227195471368,0.03980965627877424,22,675,697,"Choice Hotels International, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CI,10.283278547528965,0.09099967344614793,618,750,1368,Cigna Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CIA,-27.667130931452387,-0.0054368221932365466,957,397,1354,"Citizens, Inc. Class A Common Stock ($1.00 Par)",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CIB,0.004128307679633786,0.033634970487335686,980,627,1607,BanColombia S.A. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CIEN,23.277114399496487,0.12881674866438425,760,1050,1810,Ciena Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CIM,32.76020650685394,0.010240459594293174,885,865,1750,Chimera Investment Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CIR,-4.626199238976989,-0.09507335955224575,648,453,1101,"CIRCOR International, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CKH,35.43565310154005,0.019553250601963328,212,911,1123,SEACOR Holdings Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CL,23.867261966604826,0.31668982285515807,900,868,1768,Colgate,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CLB,-18.514553908866514,-0.19053983781266381,2,416,418,Core Laboratories N.V. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CLDT,-8.754687056680215,-0.06476824455520395,321,394,715,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CLF,-54.737305573770485,-0.013943071810432018,1066,225,1291,Cliffs Natural Resources Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CLGX,20.029755306016803,0.0926222457224718,547,1159,1706,"CoreLogic, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CLH,36.35849232777354,0.049937417301434035,859,1104,1963,"Clean Harbors, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CLI,-28.28451028470236,-0.02337776923349337,1030,613,1643,Mack,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CLNY,-1.1734355560422296,-0.23695992606203772,74,997,1071,"Colony Financial, Inc Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CLR,-18.54875923366769,-0.05625432571426746,821,582,1403,"Continental Resources, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CLW,8.611750324254215,0.0630624839290306,485,101,586,Clearwater Paper Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CLX,19.33216986122449,0.30291186241938634,408,432,840,Clorox Company (The) Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CM,10.525577743699477,0.053628877541985184,496,600,1096,Canadian Imperial Bank of Commerce Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CMC,12.601615361795647,0.10171827626459944,7,540,547,Commercial Metals Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CMCM,-0.7701381120759296,-0.10578603017723968,658,1183,1841,"Cheetah Mobile Inc. American Depositary Shares, each representing 10 Class Ordinary Shares",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CMG,113.61284200851121,0.05692661281993498,177,0,177,"Chipotle Mexican Grill, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CMI,26.597242284963887,0.12130885873902633,1046,420,1466,Cummins Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CMO,-4.6381841896074025,-0.01545386584585087,703,55,758,Capstead Mortgage Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CMP,39.05901882352941,0.03621382432226235,514,319,833,Compass Minerals Intl Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CMRE,44.20510413851351,0.010154617052366534,414,335,749,Costamare Inc. Common Stock $0.0001 par value,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CMS,21.281685863874348,0.03396987218502739,884,801,1685,CMS Energy Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CNA,17.967639130434783,0.013418540794979079,440,168,608,CNA Financial Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CNC,20.00931661504425,0.058832265455934146,245,413,658,Centene Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CNHI,-10.000238777459408,-0.055911533691608103,47,175,222,CNH Industrial N.V. Common Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CNI,22.988733857383494,0.10941488080905369,869,879,1748,Canadian National Railway Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CNK,-4.542814317767676,-0.18709322198551756,709,188,897,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CNO,7.857884615384616,0.009178300852908943,1064,323,1387,"CNO Financial Group, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CNP,-14.356341911764705,-0.03245021645021645,238,466,704,"CenterPoint Energy, Inc (Holding Co) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CNS,42.031841833803405,0.2851232856636909,601,1096,1697,Cohn & Steers Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CNX,-6.032376469061031,-0.07931501968567133,1191,338,1529,CONSOL Energy Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CO,1.1838052615597254,0.08274436889167255,617,128,745,China Cord Blood Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CODI,84.5352595763363,0.018710748513788854,361,717,1078,Compass Diversified Holdings Shares of Beneficial Interest,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
COG,38.490700596921144,0.0583365954516796,799,622,1421,Cabot Oil & Gas Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
COO,126.06177292151386,0.038706030150753766,1015,494,1509,"Cooper Companies, Inc. (The) Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
COP,-53.74409170388751,-0.013124391202556523,898,1059,1957,ConocoPhillips Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
COR,60.85037353894262,0.04656228559624838,753,1166,1919,CoreSite Realty Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
COTY,-6.266744011976047,-0.1484427424910752,372,419,791,Coty Inc. Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
COUP,-138.7192403857602,-0.11044695234329498,895,233,1128,Coupons.com Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CP,20.646977495908345,0.15257063896697956,974,29,1003,Canadian Pacific Railway Limited Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CPE,-0.6142571344332873,-0.6238273974587144,31,838,869,Callon Petroleum Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CPK,28.738583410397347,0.05872319460165705,524,436,960,Chesapeake Utilities Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CPS,-2.6093565703181927,-0.17015877040023414,1174,934,2108,Cooper,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CPT,83.40345126744197,0.018994648802473316,119,653,772,Camden Property Trust Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CR,29.298770718232046,0.06355632307561646,288,563,851,Crane Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CRC,-0.5898578363384188,-0.5524303659202622,542,1065,1607,California Resources Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CRI,31.507014966367713,0.057319711020719616,226,687,913,"Carter's, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CRK,-27.676780243050917,-0.014734872947077402,208,27,235,"Comstock Resources, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CRL,38.53383015882576,0.09613122113573622,234,759,993,"Charles River Laboratories International, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CRM,55.391207478211975,0.04545648373203701,695,501,1196,Salesforce.com Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CRS,-10.671890736342041,-0.09362513948381988,1188,905,2093,Carpenter Technology Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CRY,-56.17939335811054,-0.023560367439665483,956,683,1639,"CryoLife, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CS,15.661610978520287,0.011700216857467617,769,615,1384,Credit Suisse Group American Depositary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CSL,26.804935957513276,0.07687444925481782,696,569,1265,Carlisle Companies Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CSTM,-88.2014796,-0.01382636655948553,1149,174,1323,Constellium N.V. Ordinary Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CSV,30.36727272727273,0.030093178964479734,913,782,1695,"Carriage Services, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CSX,25.919924050632915,0.09601842537194896,660,84,744,CSX Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CTB,20.352781026549664,0.08216356361172956,796,704,1500,Cooper Tire & Rubber Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CTLT,50.876046838768424,0.053679207147934935,334,70,404,"Catalent, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CTS,30.89968085106383,0.0872721480972603,1021,310,1331,CTS Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CTT,-30.399900188216503,-0.028015667529708556,880,768,1648,"CatchMark Timber Trust, Inc. Class A Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CUB,506.7732002752924,0.0014251013427382861,454,163,617,Cubic Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CUBE,43.89124809051992,0.03781067973320406,193,36,229,CubeSmart Common Shares,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CUK,-1.7574743527112848,-0.22831629812724075,722,866,1588,Carnival Plc ADS ADS,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CUZ,22.352709480019218,0.03446669151519319,1189,222,1411,Cousins Properties Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CVA,-69.86571428571429,-0.015146925174189639,599,544,1143,Covanta Holding Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CVI,-10.191328125,-0.12473636637541428,378,943,1321,CVR Energy Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CVS,13.270702047638947,0.05791414243203832,814,994,1808,CVS Health Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CVX,-37.431802998376334,-0.03424981733124394,672,417,1089,Chevron Corporation Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CW,25.12087061551601,0.08192292827340883,786,808,1594,Curtiss,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CWT,27.119834763660396,0.03879785082525943,308,1006,1314,California Water Service Group Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CXO,-1.2507993752440452,-1.0173986486486486,1091,678,1769,Concho Resources Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CXP,14.355081669691469,0.029108884012967053,1027,729,1756,"Columbia Property Trust, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CXW,18.710102849123846,0.017587038525755983,315,1121,1436,Corrections Corporation of America Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CYH,2.214481409001957,0.03206731862633614,662,62,724,"Community Health Systems, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
CZZ,3.4124154087157867,0.03463078866444738,676,256,932,Cosan Limited Class A Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
D,-801.7751351351351,-0.00909456740442656,701,345,1046,"Dominion Resources, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DAL,-2.490779168348809,-0.27801458916691935,669,639,1308,"Delta Air Lines, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DAN,-74.46,-0.002391904323827047,1144,429,1573,Dana Holding Corporation Common Stock When,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DAR,22.5269793157335,166.48697262997635,812,264,1076,Darling Ingredients Inc. Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DBD,-4.772876254180602,-0.13421983166492354,455,80,535,"Diebold, Incorporated Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DCI,29.73319862804878,0.18109480812641082,959,50,1009,"Donaldson Company, Inc. Common Stock",https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DCO,23.84836498251868,0.046052603157917475,445,551,996,Ducommun Incorporated Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DCT,118.37607268238317,0.08254998628489439,720,841,1561,DCT Industrial Trust Inc Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
DD,-19.24746594374788,-0.043758024318404955,877,130,1007,E.I. du Pont de Nemours and Company Common Stock,https://finance.yahoo.com/quote/AOS?p=AOS&.tsrc=fin-srch
